Date,DayOfWeek,Month,Year,Is_Weekend,Is_Holiday,Product_ID,Category,Base_Price,Discount_Percentage,Current_Price,Store_ID,Store_Type,Competitor_Price,Footfall_Index,Avg_Temperature,Rainfall_mm,Social_Media_Sentiment,Lead_Time_Days,Safety_Stock_Level,Stock_On_Hand,Daily_Units_Sold,Festival_Name,Festival_Type,UPC_EAN,Product_Name,Sub_Category,Brand_Name,Brand_Tier,Shelf_Life_Days,No_of_Checkout_Counters,Avg_Billing_Time_min,Local_Population_Density,Product_Age_Days,No_of_Customer_Purchases,Unit_Cost,Promotional_Campaign_Flag,Competitor_Promotion_Flag,Google_Trends_Current_Wk,Google_Trends_Lag_1w,Shelf_Capacity,Promotion_Type,Marketing_Spend,Payday_Flag,School_Vacation_Flag,Local_Event_Flag,Launch_Date,Seasonal_Product_Flag,Online_Sales_Units,In_Store_Sales_Units,App_Traffic_Index,Website_Visits,Backorder_Flag,Supplier_Delay_Days,Fill_Rate_Pct,Loyalty_Program_Usage_Count,Repeat_Purchase_Rate,Avg_Basket_Size,Unit_Margin,Gross_Profit,Profit_Density,Stocking_Priority_Score,Stocking_Priority_Class,text_template
04/13/2023,3,4,2023,0,0,1002,Grocery,410.09,0.01,405.99,15,Urban,411.58,127.6,29.1,8.5,0.63,7,141,471,83,Unknown,,8148570840155,Nestle Beverages 1002,Beverages,Nestle,Premium,54,6,5.9,12371,228,22,322.2,0,0,32,32,30,Unknown,1247,0,0,0,08/28/2022,1,12,71,488,896,0,0,88.93,11,0.14,3.77,83.79000000000002,6954.5700000000015,231.81900000000005,0.3016604761907607,Medium,Category: Grocery | Product: Nestle Beverages 1002 | SubCategory: Beverages | Brand: Nestle | BrandTier: Premium | Promotion: Unknown | Festival: Unknown | StoreType: Urban
11/26/2023,6,11,2023,1,0,1004,Home,138.21,0.07,128.54,4,Rural,143.42,91.1,12.4,0.7,0.93,1,190,258,112,Unknown,,1418637259927,Philips Kitchenware 1004,Kitchenware,Philips,Budget,2366,6,6.0,1738,607,42,87.05,0,0,62,87,70,Unknown,998,0,0,0,03/29/2022,0,30,82,612,1379,0,1,85.76,13,0.22,2.67,41.489999999999995,4646.879999999999,66.38399999999999,0.3520988884797293,High,Category: Home | Product: Philips Kitchenware 1004 | SubCategory: Kitchenware | Brand: Philips | BrandTier: Budget | Promotion: Unknown | Festival: Unknown | StoreType: Rural
09/20/2023,2,9,2023,0,0,1002,Electronics,402.55,0.28,289.84,18,Urban,391.63,188.1,20.3,8.8,0.73,12,113,265,101,Unknown,,4600192812011,Samsung Accessories 1002,Accessories,Samsung,Mid,1586,13,2.6,5779,994,47,302.28,1,1,88,62,64,BOGO,2044,0,0,1,12/30/2020,0,17,84,522,1030,0,1,99.26,23,0.17,2.15,-12.439999999999998,-1256.4399999999998,-19.631874999999997,0.44874430148703537,High,Category: Electronics | Product: Samsung Accessories 1002 | SubCategory: Accessories | Brand: Samsung | BrandTier: Mid | Promotion: BOGO | Festival: Unknown | StoreType: Urban
06/10/2023,5,6,2023,1,0,1001,Beauty,26.85,0.46,14.5,10,Urban,29.21,61.5,10.4,0.0,0.78,11,139,190,143,Unknown,,5985799842868,Lakme Skincare 1001,Skincare,Lakme,Budget,635,7,3.6,13719,731,104,19.61,1,1,73,88,41,BOGO,3439,0,1,0,06/09/2021,0,52,91,763,1969,0,0,92.64,51,0.39,1.38,-5.109999999999999,-730.7299999999999,-17.822682926829266,0.3083159068588685,Medium,Category: Beauty | Product: Lakme Skincare 1001 | SubCategory: Skincare | Brand: Lakme | BrandTier: Budget | Promotion: BOGO | Festival: Unknown | StoreType: Urban
05/31/2023,2,5,2023,0,0,1002,Electronics,496.09,0.2,396.87,19,Urban,512.24,141.4,9.3,8.9,0.07,5,49,62,70,Unknown,,4600192812011,Samsung Accessories 1002,Accessories,Samsung,Mid,1586,15,3.6,7003,994,64,301.21,1,0,12,73,99,Loyalty Only,5583,1,1,0,09/09/2020,0,20,50,543,1111,0,6,95.06,37,0.17,1.09,95.66000000000003,6696.200000000002,67.63838383838386,0.3504874071301366,High,Category: Electronics | Product: Samsung Accessories 1002 | SubCategory: Accessories | Brand: Samsung | BrandTier: Mid | Promotion: Loyalty Only | Festival: Unknown | StoreType: Urban
03/26/2023,6,3,2023,1,0,1007,Grocery,69.52,0.42,40.32,14,Rural,74.31,152.3,-5.0,1.5,0.2,8,32,344,155,Unknown,,6534724436439,Tata Spices 1007,Spices,Tata,Mid,6,11,7.6,1293,1896,92,54.02,1,1,94,12,108,BOGO,2052,0,0,0,01/15/2018,0,60,95,818,2183,0,2,87.8,24,0.31,1.68,-13.700000000000003,-2123.5000000000005,-19.66203703703704,0.1702311426672789,Low,Category: Grocery | Product: Tata Spices 1007 | SubCategory: Spices | Brand: Tata | BrandTier: Mid | Promotion: BOGO | Festival: Unknown | StoreType: Rural
05/27/2023,5,5,2023,1,0,1015,Grocery,399.05,0.0,399.05,13,Urban,420.27,125.8,27.2,10.8,0.97,10,196,445,82,Unknown,,9597694480687,Amul Grains 1015,Grains,Amul,Mid,46,7,3.2,14233,555,45,279.87,0,1,55,94,102,Unknown,1808,0,1,0,11/18/2021,0,11,71,481,869,0,3,86.99,16,0.27,1.82,119.18,9772.76,95.81137254901961,0.1866843117051355,Low,Category: Grocery | Product: Amul Grains 1015 | SubCategory: Grains | Brand: Amul | BrandTier: Mid | Promotion: Unknown | Festival: Unknown | StoreType: Urban
04/22/2023,5,4,2023,1,0,1005,Electronics,200.41,0.08,184.38,15,Rural,195.57,154.1,30.6,5.9,0.69,7,78,340,114,Unknown,,435507398804,Sony Audio 1005,Audio,Sony,Budget,1593,13,3.1,1680,1969,103,159.68,0,1,81,55,41,Unknown,1453,0,0,0,11/30/2017,0,31,83,619,1406,0,1,91.27,54,0.14,1.11,24.69999999999999,2815.799999999999,68.67804878048777,0.3721225043701476,High,Category: Electronics | Product: Sony Audio 1005 | SubCategory: Audio | Brand: Sony | BrandTier: Budget | Promotion: Unknown | Festival: Unknown | StoreType: Rural
02/05/2023,6,2,2023,1,0,1012,Grocery,248.65,0.02,243.68,16,Urban,247.59,75.9,33.8,5.5,0.56,14,43,103,89,Unknown,,16104203210,Nestle Spices 1012,Spices,Nestle,Premium,7,3,2.2,9314,1330,65,180.54,0,0,83,81,58,Unknown,1692,1,0,0,06/16/2019,0,14,75,502,950,0,0,90.06,37,0.35,1.37,63.140000000000015,5619.460000000001,96.88724137931037,0.2681752148900991,Low,Category: Grocery | Product: Nestle Spices 1012 | SubCategory: Spices | Brand: Nestle | BrandTier: Premium | Promotion: Unknown | Festival: Unknown | StoreType: Urban
10/12/2023,3,10,2023,0,1,1015,Home,440.92,0.16,370.37,2,Urban,413.24,177.9,23.8,2.3,0.37,14,164,392,94,Unknown,,6142649910959,Sleepwell Kitchenware 1015,Kitchenware,Sleepwell,Mid,2782,8,2.9,6891,1139,81,324.86,1,1,80,83,84,Flash Sale,4027,0,0,0,08/29/2020,0,14,80,502,950,0,3,92.77,29,0.37,1.16,45.50999999999999,4277.939999999999,50.92785714285713,0.44124963196453626,High,Category: Home | Product: Sleepwell Kitchenware 1015 | SubCategory: Kitchenware | Brand: Sleepwell | BrandTier: Mid | Promotion: Flash Sale | Festival: Unknown | StoreType: Urban
07/07/2023,4,7,2023,0,0,1015,Grocery,209.39,0.45,115.16,4,Urban,200.68,71.0,17.0,0.3,0.04,4,64,407,96,Unknown,,9597694480687,Amul Grains 1015,Grains,Amul,Mid,46,12,2.5,10210,555,33,135.46,1,1,56,80,109,Flash Sale,5921,0,0,0,12/29/2021,0,26,70,584,1272,0,0,99.15,8,0.11,2.91,-20.30000000000001,-1948.800000000001,-17.878899082568818,0.35385045672922155,High,Category: Grocery | Product: Amul Grains 1015 | SubCategory: Grains | Brand: Amul | BrandTier: Mid | Promotion: Flash Sale | Festival: Unknown | StoreType: Urban
03/23/2023,3,3,2023,0,0,1002,Beauty,271.06,0.05,257.51,18,Rural,286.14,110.1,5.8,8.9,0.37,7,115,287,88,Unknown,,8588322527842,L'oreal Makeup 1002,Makeup,L'oreal,Mid,577,4,4.7,1754,1452,31,155.48,0,1,53,56,70,Unknown,1398,0,0,0,04/01/2019,0,13,75,495,923,0,1,87.17,7,0.39,2.84,102.03,8978.64,128.26628571428571,0.2658927043341843,Low,Category: Beauty | Product: L'oreal Makeup 1002 | SubCategory: Makeup | Brand: L'oreal | BrandTier: Mid | Promotion: Unknown | Festival: Unknown | StoreType: Rural
01/02/2023,0,1,2023,0,0,1012,Home,29.4,0.3,20.58,17,Rural,31.72,61.3,35.0,0.9,0.5,1,13,258,124,Unknown,,8680191775025,Tupperware Decor 1012,Decor,Tupperware,Budget,1644,4,2.6,1279,265,111,22.45,1,1,89,53,110,Loyalty Only,4510,1,0,0,04/12/2022,1,19,105,536,1084,0,3,98.89,64,0.16,1.12,-1.870000000000001,-231.8800000000001,-2.108000000000001,0.4251886252320216,High,Category: Home | Product: Tupperware Decor 1012 | SubCategory: Decor | Brand: Tupperware | BrandTier: Budget | Promotion: Loyalty Only | Festival: Unknown | StoreType: Rural
10/30/2023,0,10,2023,0,0,1013,Clothing,6.16,0.23,4.74,10,Rural,6.44,131.8,18.6,2.3,0.21,6,79,160,137,Unknown,,8974285838703,FabIndia Activewear 1013,Activewear,FabIndia,Budget,530,13,4.2,1104,905,76,4.78,1,1,81,89,41,Flash Sale,4603,0,0,0,05/08/2021,0,46,91,722,1808,0,3,92.15,35,0.13,1.8,-0.040000000000000036,-5.480000000000005,-0.13365853658536597,0.25746399792480656,Low,Category: Clothing | Product: FabIndia Activewear 1013 | SubCategory: Activewear | Brand: FabIndia | BrandTier: Budget | Promotion: Flash Sale | Festival: Unknown | StoreType: Rural
07/16/2023,6,7,2023,1,0,1007,Grocery,126.18,0.47,66.88,9,Urban,125.3,150.5,22.2,4.6,0.17,9,164,170,132,Unknown,,6534724436439,Tata Spices 1007,Spices,Tata,Mid,6,3,6.8,6250,1896,54,82.94,1,0,62,81,61,Seasonal Discount,2239,0,0,0,05/07/2018,0,25,107,577,1245,0,2,87.1,17,0.17,2.44,-16.060000000000002,-2119.92,-34.752786885245904,0.1558153408300023,Low,Category: Grocery | Product: Tata Spices 1007 | SubCategory: Spices | Brand: Tata | BrandTier: Mid | Promotion: Seasonal Discount | Festival: Unknown | StoreType: Urban
01/11/2023,2,1,2023,0,0,1011,Grocery,341.89,0.06,321.38,15,Urban,313.62,191.2,22.3,3.3,0.51,3,56,108,124,Unknown,,7435202863434,Tata Beverages 1011,Beverages,Tata,Premium,23,6,5.9,12371,1542,56,222.0,0,0,22,62,79,Unknown,888,0,0,0,10/22/2018,1,48,76,736,1861,0,2,91.82,32,0.34,2.21,99.38,12323.119999999999,155.98886075949366,0.28407445254294833,Medium,Category: Grocery | Product: Tata Beverages 1011 | SubCategory: Beverages | Brand: Tata | BrandTier: Premium | Promotion: Unknown | Festival: Unknown | StoreType: Urban
08/22/2023,1,8,2023,0,1,1007,Beauty,65.03,0.11,57.88,12,Urban,59.27,160.9,28.8,1.1,0.59,4,123,139,164,Unknown,,7395325907962,Nivea Skincare 1007,Skincare,Nivea,Mid,637,8,4.4,7650,559,59,55.27,0,1,93,22,106,Unknown,1762,0,0,0,02/09/2022,0,55,109,784,2049,0,2,93.25,33,0.17,2.78,2.6099999999999994,428.0399999999999,4.038113207547169,0.29537023972817783,Medium,Category: Beauty | Product: Nivea Skincare 1007 | SubCategory: Skincare | Brand: Nivea | BrandTier: Mid | Promotion: Unknown | Festival: Unknown | StoreType: Urban
07/14/2023,4,7,2023,0,0,1008,Beauty,61.31,0.01,60.7,9,Rural,59.77,131.2,-4.6,0.8,0.24,8,126,92,142,Unknown,,5775484012877,L'oreal Haircare 1008,Haircare,L'oreal,Premium,504,10,7.6,1191,172,112,51.4,0,1,60,93,72,Unknown,1860,0,0,0,01/23/2023,0,22,120,557,1164,0,1,97.39,54,0.22,1.27,9.300000000000004,1320.6000000000006,18.341666666666676,0.3604131687242514,High,Category: Beauty | Product: L'oreal Haircare 1008 | SubCategory: Haircare | Brand: L'oreal | BrandTier: Premium | Promotion: Unknown | Festival: Unknown | StoreType: Rural
04/29/2023,5,4,2023,1,0,1000,Electronics,208.43,0.22,162.58,14,Urban,206.92,189.9,3.8,0.7,0.59,12,127,468,145,Unknown,,8427460612484,Sony Computers 1000,Computers,Sony,Mid,1882,5,2.1,7326,801,61,133.42,1,0,54,60,112,Flash Sale,5292,0,0,0,02/17/2021,0,49,96,743,1888,0,4,92.92,31,0.26,2.38,29.160000000000025,4228.2000000000035,37.751785714285745,0.36125550040251164,High,Category: Electronics | Product: Sony Computers 1000 | SubCategory: Computers | Brand: Sony | BrandTier: Mid | Promotion: Flash Sale | Festival: Unknown | StoreType: Urban
01/20/2023,4,1,2023,0,0,1005,Electronics,325.68,0.14,280.08,13,Urban,332.79,121.8,21.6,9.9,0.9,5,177,102,88,Unknown,,435507398804,Sony Audio 1005,Audio,Sony,Budget,1593,7,3.2,14233,1969,51,267.56,1,1,79,54,39,Seasonal Discount,2387,0,0,0,08/30/2017,0,21,67,550,1137,0,1,94.63,23,0.27,1.73,12.519999999999982,1101.7599999999984,28.25025641025637,0.4034465685730599,High,Category: Electronics | Product: Sony Audio 1005 | SubCategory: Audio | Brand: Sony | BrandTier: Budget | Promotion: Seasonal Discount | Festival: Unknown | StoreType: Urban
09/18/2023,0,9,2023,0,0,1018,Electronics,357.48,0.43,203.76,6,Urban,322.2,134.2,30.8,0.2,0.47,5,164,225,117,Unknown,,2386552824760,Samsung Computers 1018,Computers,Samsung,Budget,1112,7,3.6,6002,1731,53,264.33,1,0,38,79,97,Flash Sale,5624,0,0,0,12/22/2018,0,17,100,522,1030,0,4,97.8,31,0.12,2.21,-60.56999999999999,-7086.69,-73.05865979381443,0.3351205654689144,Medium,Category: Electronics | Product: Samsung Computers 1018 | SubCategory: Computers | Brand: Samsung | BrandTier: Budget | Promotion: Flash Sale | Festival: Unknown | StoreType: Urban
10/20/2023,4,10,2023,0,0,1010,Beauty,93.33,0.3,65.33,19,Urban,102.47,139.4,22.4,18.9,0.86,1,16,352,157,Unknown,,6217443083823,Lakme Fragrance 1010,Fragrance,Lakme,Budget,384,15,3.6,7003,732,69,79.14,1,0,22,38,42,BOGO,5035,0,0,0,10/18/2021,0,20,137,543,1111,0,1,93.69,33,0.13,2.28,-13.810000000000002,-2168.1700000000005,-51.62309523809525,0.27906518301573185,Medium,Category: Beauty | Product: Lakme Fragrance 1010 | SubCategory: Fragrance | Brand: Lakme | BrandTier: Budget | Promotion: BOGO | Festival: Unknown | StoreType: Urban
09/13/2023,2,9,2023,0,0,1010,Electronics,44.4,0.31,30.64,4,Urban,43.19,111.5,11.5,1.1,0.93,6,160,159,142,Unknown,,3532836901149,Sony Computers 1010,Computers,Sony,Premium,1401,12,2.5,10210,642,68,23.96,1,0,12,22,94,Seasonal Discount,3220,0,0,0,12/10/2021,0,54,88,777,2022,0,6,94.32,21,0.14,2.09,6.68,948.56,10.091063829787233,0.30828087761091416,Medium,Category: Electronics | Product: Sony Computers 1010 | SubCategory: Computers | Brand: Sony | BrandTier: Premium | Promotion: Seasonal Discount | Festival: Unknown | StoreType: Urban
08/10/2023,3,8,2023,0,0,1012,Electronics,470.5,0.27,343.46,20,Rural,503.26,175.8,9.5,0.6,0.09,14,122,403,75,Unknown,,8638690599897,Samsung Mobiles 1012,Mobiles,Samsung,Premium,1796,3,5.5,1463,1727,75,383.98,1,1,43,12,112,Seasonal Discount,5189,0,0,0,11/17/2018,0,24,51,571,1218,0,5,98.53,30,0.25,1.0,-40.52000000000004,-3039.0000000000027,-27.133928571428594,0.3940991922693675,High,Category: Electronics | Product: Samsung Mobiles 1012 | SubCategory: Mobiles | Brand: Samsung | BrandTier: Premium | Promotion: Seasonal Discount | Festival: Unknown | StoreType: Rural
08/14/2023,0,8,2023,0,0,1010,Clothing,134.03,0.05,127.33,17,Urban,134.97,77.8,24.5,4.3,0.1,2,107,194,104,Unknown,,9907038161151,Zara Activewear 1010,Activewear,Zara,Premium,611,11,7.4,9278,300,30,99.87,0,1,31,43,76,Unknown,1752,0,0,0,10/18/2022,0,38,66,667,1593,0,2,87.92,7,0.11,3.47,27.459999999999994,2855.8399999999992,37.57684210526315,0.23358680540563392,Low,Category: Clothing | Product: Zara Activewear 1010 | SubCategory: Activewear | Brand: Zara | BrandTier: Premium | Promotion: Unknown | Festival: Unknown | StoreType: Urban
02/22/2023,2,2,2023,0,0,1017,Electronics,427.41,0.22,333.38,19,Rural,395.82,133.2,24.6,0.4,0.48,1,38,323,93,Unknown,,3271555125378,Samsung Computers 1017,Computers,Samsung,Budget,1582,11,2.9,1411,964,44,300.67,1,0,63,31,66,BOGO,3757,0,0,0,07/03/2020,0,14,79,502,950,0,5,93.77,25,0.24,2.11,32.70999999999998,3042.029999999998,46.0913636363636,0.3400271654903163,Medium,Category: Electronics | Product: Samsung Computers 1017 | SubCategory: Computers | Brand: Samsung | BrandTier: Budget | Promotion: BOGO | Festival: Unknown | StoreType: Rural
12/21/2023,3,12,2023,0,0,1014,Grocery,432.43,0.5,216.22,3,Rural,458.17,158.3,19.3,4.6,0.59,6,198,144,109,Unknown,,7766417546584,Nestle Grains 1014,Grains,Nestle,Budget,82,11,7.3,1637,1757,75,357.05,1,0,63,63,74,Seasonal Discount,2533,0,1,0,02/28/2019,0,40,69,681,1647,0,1,87.88,43,0.31,1.45,-140.83,-15350.470000000001,-207.4387837837838,0.1279209710776708,Low,Category: Grocery | Product: Nestle Grains 1014 | SubCategory: Grains | Brand: Nestle | BrandTier: Budget | Promotion: Seasonal Discount | Festival: Unknown | StoreType: Rural
12/08/2023,4,12,2023,0,0,1000,Beauty,387.4,0.42,224.69,14,Urban,403.66,185.6,6.7,9.5,0.43,5,181,241,124,Unknown,,8366316402929,Nivea Makeup 1000,Makeup,Nivea,Budget,570,5,2.1,7326,1553,77,221.49,1,0,67,63,113,Seasonal Discount,2986,0,1,0,09/07/2019,0,40,84,681,1647,0,1,98.0,41,0.34,1.61,3.1999999999999886,396.7999999999986,3.5115044247787486,0.36822782836929613,High,Category: Beauty | Product: Nivea Makeup 1000 | SubCategory: Makeup | Brand: Nivea | BrandTier: Budget | Promotion: Seasonal Discount | Festival: Unknown | StoreType: Urban
12/30/2023,5,12,2023,1,0,1006,Home,88.57,0.45,48.71,17,Urban,89.06,182.6,32.0,0.2,0.33,13,124,464,147,Unknown,,6784244770317,Tupperware Bedding 1006,Bedding,Tupperware,Budget,2358,11,7.4,9278,917,109,55.68,1,0,61,67,88,Flash Sale,5226,0,1,0,06/26/2021,0,26,121,584,1272,0,3,99.51,58,0.36,1.35,-6.969999999999999,-1024.59,-11.643068181818181,0.4804832966935723,High,Category: Home | Product: Tupperware Bedding 1006 | SubCategory: Bedding | Brand: Tupperware | BrandTier: Budget | Promotion: Flash Sale | Festival: Unknown | StoreType: Urban
10/07/2023,5,10,2023,1,0,1012,Clothing,411.79,0.41,242.96,13,Urban,412.99,126.3,17.1,8.0,0.64,5,164,402,95,Unknown,,8799422298307,FabIndia Activewear 1012,Activewear,FabIndia,Mid,1080,7,3.2,14233,1587,56,255.81,1,0,54,61,99,Flash Sale,5364,0,0,0,06/03/2019,0,29,66,605,1352,0,0,95.67,31,0.25,1.7,-12.849999999999994,-1220.7499999999995,-12.330808080808076,0.3819336426100597,High,Category: Clothing | Product: FabIndia Activewear 1012 | SubCategory: Activewear | Brand: FabIndia | BrandTier: Mid | Promotion: Flash Sale | Festival: Unknown | StoreType: Urban
03/22/2023,2,3,2023,0,0,1011,Beauty,385.78,0.05,366.49,9,Rural,353.95,146.5,26.6,2.5,0.0,9,149,131,72,Unknown,,6915580741113,Nivea Fragrance 1011,Fragrance,Nivea,Premium,408,10,7.6,1191,348,60,302.43,0,0,60,54,79,Unknown,1049,0,0,0,04/08/2022,0,13,59,495,923,0,0,91.79,21,0.34,1.2,64.06,4612.32,58.38379746835442,0.3065678338911755,Medium,Category: Beauty | Product: Nivea Fragrance 1011 | SubCategory: Fragrance | Brand: Nivea | BrandTier: Premium | Promotion: Unknown | Festival: Unknown | StoreType: Rural
07/21/2023,4,7,2023,0,0,1017,Beauty,300.38,0.11,267.34,1,Urban,309.74,109.1,3.6,0.9,0.97,12,154,92,90,Unknown,,9755188027019,Lakme Makeup 1017,Makeup,Lakme,Mid,504,9,5.5,5995,1351,71,160.75,0,0,42,60,74,Unknown,560,0,0,0,11/08/2019,0,18,72,529,1057,0,3,86.39,14,0.32,1.27,106.58999999999997,9593.099999999999,129.63648648648646,0.22222659607028494,Low,Category: Beauty | Product: Lakme Makeup 1017 | SubCategory: Makeup | Brand: Lakme | BrandTier: Mid | Promotion: Unknown | Festival: Unknown | StoreType: Urban
06/07/2023,2,6,2023,0,1,1018,Grocery,171.92,0.0,171.92,17,Urban,186.06,120.2,8.8,1.0,0.23,10,46,272,110,Unknown,,9284369426405,Amul Beverages 1018,Beverages,Amul,Mid,82,11,7.4,9278,653,80,114.7,0,1,49,42,56,Unknown,995,0,1,0,08/23/2021,1,22,88,557,1164,0,2,85.44,38,0.18,1.38,57.219999999999985,6294.199999999998,112.39642857142853,0.18835877386380773,Low,Category: Grocery | Product: Amul Beverages 1018 | SubCategory: Beverages | Brand: Amul | BrandTier: Mid | Promotion: Unknown | Festival: Unknown | StoreType: Urban
04/30/2023,6,4,2023,1,0,1014,Electronics,134.94,0.15,114.7,16,Urban,123.96,185.9,30.0,12.6,0.92,10,43,191,140,Unknown,,9068867798232,Samsung Mobiles 1014,Mobiles,Samsung,Budget,1364,3,2.2,9314,1510,87,81.02,0,1,58,49,81,Unknown,1397,1,0,0,03/12/2019,0,32,108,626,1432,0,3,89.57,33,0.4,1.61,33.68000000000001,4715.200000000001,58.21234567901235,0.3012230956004959,Medium,Category: Electronics | Product: Samsung Mobiles 1014 | SubCategory: Mobiles | Brand: Samsung | BrandTier: Budget | Promotion: Unknown | Festival: Unknown | StoreType: Urban
02/28/2023,1,2,2023,0,0,1007,Grocery,65.34,0.05,62.07,18,Urban,62.25,189.6,-3.0,0.6,0.11,13,173,21,138,Unknown,,6534724436439,Tata Spices 1007,Spices,Tata,Mid,6,13,2.6,5779,1896,111,43.53,0,0,28,58,113,Unknown,816,1,0,0,12/20/2017,0,53,85,770,1995,1,3,90.14,61,0.39,1.24,18.54,2558.52,22.641769911504426,0.15140317335097875,Low,Category: Grocery | Product: Tata Spices 1007 | SubCategory: Spices | Brand: Tata | BrandTier: Mid | Promotion: Unknown | Festival: Unknown | StoreType: Urban
08/03/2023,3,8,2023,0,0,1018,Electronics,257.33,0.24,195.57,2,Urban,278.04,184.3,15.5,10.1,0.24,3,143,193,131,Unknown,,2386552824760,Samsung Computers 1018,Computers,Samsung,Budget,1112,8,2.9,6891,1731,29,159.31,1,1,22,28,100,Loyalty Only,3854,1,0,0,11/06/2018,0,22,109,557,1164,0,2,87.15,16,0.35,4.52,36.25999999999999,4750.059999999999,47.500599999999984,0.2618615903667636,Low,Category: Electronics | Product: Samsung Computers 1018 | SubCategory: Computers | Brand: Samsung | BrandTier: Budget | Promotion: Loyalty Only | Festival: Unknown | StoreType: Urban
05/08/2023,0,5,2023,0,0,1009,Electronics,294.7,0.34,194.5,14,Urban,281.99,70.8,14.3,3.9,0.23,1,105,169,93,Unknown,,6904971737690,Bose Audio 1009,Audio,Bose,Budget,1682,5,2.1,7326,813,60,148.75,1,0,15,22,79,Flash Sale,5837,0,1,0,02/14/2021,0,28,65,598,1325,0,2,85.02,22,0.32,1.55,45.75,4254.75,53.857594936708864,0.2756221810483667,Medium,Category: Electronics | Product: Bose Audio 1009 | SubCategory: Audio | Brand: Bose | BrandTier: Budget | Promotion: Flash Sale | Festival: Unknown | StoreType: Urban
08/12/2023,5,8,2023,1,0,1006,Beauty,182.87,0.44,102.41,17,Rural,188.5,177.5,25.0,0.2,1.0,14,169,459,161,Unknown,,375015213779,Nivea Fragrance 1006,Fragrance,Nivea,Budget,518,4,2.6,1279,233,116,94.94,1,1,29,15,87,Seasonal Discount,1396,0,0,0,12/22/2022,0,44,117,708,1754,0,3,97.41,46,0.25,1.39,7.469999999999999,1202.6699999999998,13.823793103448274,0.33157747862408754,Medium,Category: Beauty | Product: Nivea Fragrance 1006 | SubCategory: Fragrance | Brand: Nivea | BrandTier: Budget | Promotion: Seasonal Discount | Festival: Unknown | StoreType: Rural
07/28/2023,4,7,2023,0,0,1017,Electronics,240.3,0.37,151.39,3,Rural,241.97,192.3,6.3,3.1,0.0,14,82,428,122,Unknown,,3271555125378,Samsung Computers 1017,Computers,Samsung,Budget,1582,11,7.3,1637,964,52,189.02,1,0,52,29,42,Loyalty Only,5356,0,0,0,12/06/2020,0,45,77,715,1781,0,6,94.96,17,0.12,2.35,-37.630000000000024,-4590.860000000003,-109.30619047619055,0.28949561350107034,Medium,Category: Electronics | Product: Samsung Computers 1017 | SubCategory: Computers | Brand: Samsung | BrandTier: Budget | Promotion: Loyalty Only | Festival: Unknown | StoreType: Rural
04/25/2023,1,4,2023,0,0,1015,Clothing,184.94,0.47,98.02,2,Urban,188.5,104.2,3.8,8.5,0.64,8,131,10,124,Unknown,,5121255293176,FabIndia Activewear 1015,Activewear,FabIndia,Premium,1105,8,2.9,6891,173,62,145.08,1,1,37,52,33,Flash Sale,2735,0,0,0,11/03/2022,0,36,88,653,1540,1,3,97.96,14,0.19,2.0,-47.06000000000002,-5835.440000000002,-176.83151515151522,0.26623020686475324,Low,Category: Clothing | Product: FabIndia Activewear 1015 | SubCategory: Activewear | Brand: FabIndia | BrandTier: Premium | Promotion: Flash Sale | Festival: Unknown | StoreType: Urban
07/28/2023,4,7,2023,0,0,1019,Clothing,322.3,0.03,312.63,8,Urban,316.87,127.8,32.0,6.5,0.87,12,159,180,90,Unknown,,5162036505785,Zara Formalwear 1019,Formalwear,Zara,Budget,624,3,7.5,7119,335,35,168.74,0,1,51,37,47,Unknown,967,0,0,0,08/27/2022,0,22,68,557,1164,0,2,89.34,18,0.34,2.57,143.89,12950.099999999999,275.53404255319145,0.3333198236631709,Medium,Category: Clothing | Product: Zara Formalwear 1019 | SubCategory: Formalwear | Brand: Zara | BrandTier: Budget | Promotion: Unknown | Festival: Unknown | StoreType: Urban
01/14/2023,5,1,2023,1,0,1005,Clothing,451.12,0.01,446.61,2,Rural,433.07,166.9,17.9,3.4,0.67,5,19,231,102,Unknown,,5104045406377,Allen Solly Activewear 1005,Activewear,Allen Solly,Budget,1013,8,6.7,1688,1205,82,357.8,0,1,58,51,59,Unknown,543,0,0,0,09/27/2019,0,24,78,571,1218,0,2,91.98,32,0.22,1.24,88.81,9058.62,153.53593220338985,0.3550092237889751,High,Category: Clothing | Product: Allen Solly Activewear 1005 | SubCategory: Activewear | Brand: Allen Solly | BrandTier: Budget | Promotion: Unknown | Festival: Unknown | StoreType: Rural
01/09/2023,0,1,2023,0,0,1008,Beauty,86.14,0.33,57.71,2,Urban,78.36,134.3,-0.8,9.8,0.36,11,38,443,139,Unknown,,5775484012877,L'oreal Haircare 1008,Haircare,L'oreal,Premium,504,8,2.9,6891,172,95,71.55,1,1,34,58,64,BOGO,5285,0,0,0,07/21/2022,0,33,106,633,1459,0,3,99.78,41,0.17,1.46,-13.839999999999996,-1923.7599999999995,-30.058749999999993,0.34753130498463175,Medium,Category: Beauty | Product: L'oreal Haircare 1008 | SubCategory: Haircare | Brand: L'oreal | BrandTier: Premium | Promotion: BOGO | Festival: Unknown | StoreType: Urban
